tournament_id,tournament_url,art_used,table_index,rank,title,player_name,fed,num_rounds,round_results,points,TB1,TB2,TB3
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,129,IM,Granero Roca Antonio,ESP,10,"['258b1', '199w0', '228b1', '94w0', '158b½', '337w1', '183b1', '61w0', '203w1', 55]",0.0,39.5,9.0,24.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,130,FM,Loftgaard Mikkel Vinh,DEN,10,"['83w1', '270b½', '149w0', '411b½', '226w½', '322b1', '188w1', '38b0', '208w1', 55]",0.0,39.5,9.0,24.0
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,131,,Majeed Haroon,ENG,10,"['256b1', '31w0', '353b1', '78w0', '265w1', '97b0', '320w1', '196b1', '92w½', 55]",0.0,39.5,9.0,227.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,132,FM,Sundac Ivano,CRO,10,"['300w1', '331b1', '4w0', '264b1', '86w0', '227b½', '201w½', '208b½', '234w1', 55]",0.0,38.5,9.0,227.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,133,FM,Serarols Mabras Bernat,ESP,10,"['240w1', '317b½', '-½', '202w½', '241b½', '239b1', '107w½', '60w½', '100b½', 55]",0.0,38.5,8.0,26.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,134,FM,Romero Pallares Daniel,ESP,10,"['357b1', '379w½', '419b1', '25w0', '172b0', '335w1', '225b1', '69w0', '217b1', 55]",0.0,37.5,9.0,21.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,135,GM,Perez Mitjans Orelvis,ESP,10,"['379w-', '357w1', '182b1', '376w1', '36b0', '222w0', '158b1', '206w1', '115b½', 55]",0.0,37.5,8.0,237.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,136,CM,Castro Quijano Eduardo,ESP,10,"['298b1', '25w0', '273b½', '281w1', '160b0', '231w0', '341b1', '248w1', '232b1', 55]",0.0,37.0,9.0,22.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,137,,Morante Rafael Aritz,ESP,10,"['-½', '397w1', '30b0', '307w½', '224b1', '213w½', '206b½', '84w½', '225b1', 55]",0.0,37.0,8.0,24.0
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,138,FM,Yang Zilong,CHN,10,"['327w½', '326b0', '408w1', '278b1', '179w0', '319b1', '203w1', '55b½', '106w½', 55]",0.0,36.0,9.0,23.0
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,139,,Burgalat Eliot,FRA,10,"['340w½', '345b1', '14w0', '317b0', '377w1', '226b1', '264w1', '123b0', '212w1', 55]",0.0,36.0,9.0,212.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,140,,Roquero Redondo Miguel,ESP,10,"['405w1', '16b½', '40w0', '318b0', '338w0', '380b1', '327w1', '268b1', '199w1', 55]",0.0,35.5,9.0,21.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,141,,Bercaru Vlad Ionut,ESP,10,"['432w1', '11b0', '321w0', '422b1', '269w1', '200b0', '224w½', '204b1', '207w1', 55]",0.0,35.5,9.0,207.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,142,,Martinez Villena David,ESP,10,"['48w0', '405b1', '170w0', '309b½', '346w½', '347b½', '374w1', '254b1', '218w1', 55]",0.0,34.5,9.0,20.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,143,,Barranco Cara Francisco Javier,ESP,10,"['270w0', '383b1', '238w1', '319b½', '56w0', '411b1', '276w½', '227b½', '224w1', 55]",0.0,34.0,9.0,20.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,144,,Bukharkov Stepan,FID,10,"['443w½', '354b½', '437w1', '121b0', '411w½', '317b1', '263w½', '185b1', '122w½', 55]",0.0,33.5,9.0,21.0
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,145,CM,Terkiewicz Bruno,POL,10,"['324b1', '180w1', '3b0', '90w0', '230b1', '241w1', '98b1', '19w0', '67w0', 5]",0.0,45.5,9.0,23.0
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,146,FM,Hernandez Leon Alberto,ESP,10,"['503w+', '433w1', '19b0', '214w1', '39b½', '186w1', '33b0', '53w0', '172b½', 5]",0.0,45.5,9.0,222.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,147,,Yessengali Adizhan,KAZ,10,"['425b1', '53w0', '258b1', '20w1', '78b0', '57w0', '308b1', '160w1', '72b0', 5]",0.0,44.0,9.0,23.0
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,148,WIM,Wang Chuqiao,CHN,10,"['365w1', '7b0', '269w1', '185b1', '109w½', '62w0', '176b1', '66b0', '181w½', 5]",0.0,43.5,9.0,227.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,149,IM,Yip Carissa,USA,10,"['332b1', '155w½', '130b1', '196w1', '33b1', '1w½', '44b0', '-0', '-0', 5]",0.0,43.5,7.0,262.5
tnr1264363,https://s1.chess-results.com/tnr1264363.aspx?lan=1&SNode=S0&art=4,4,4,150,FM,Casadio Niccolo`,ITA,10,"['247b1', '225w½', '206b1', '30w½', '34b0', '221w1', '156b½', '118w½', '74b0', 5]",0.0,43.0,9.0,242.5
